fecha_corte,epi_year,epi_week,last_day_of_epi_week,complete_epi_week,rango_edad,dosis,n,n_acum,pob2022,pct_acum
2022-11-04,2021,6,2021-02-13,1,0-19,1,29,29,11566367,2.507269568741853e-6
2022-11-04,2021,6,2021-02-13,1,20-39,1,51484,51484,10976804,0.0046902541031068785
2022-11-04,2021,6,2021-02-13,1,40-59,1,46904,46904,7889210,0.0059453354645141905
2022-11-04,2021,6,2021-02-13,1,60-79,1,7408,7408,3660867,0.0020235643633051952
2022-11-04,2021,6,2021-02-13,1,80+,1,10,10,719349,1.390145812394262e-5
2022-11-04,2021,7,2021-02-20,1,0-19,1,150,179,11566367,1.547590526913075e-5
2022-11-04,2021,7,2021-02-20,1,20-39,1,44591,96075,10976804,0.008752547645015799
2022-11-04,2021,7,2021-02-20,1,40-59,1,37382,84286,7889210,0.010683705973094898
2022-11-04,2021,7,2021-02-20,1,60-79,1,10212,17620,3660867,0.004813067505593621
2022-11-04,2021,7,2021-02-20,1,80+,1,18,28,719349,3.892408274703934e-5
2022-11-04,2021,7,2021-02-20,1,Desconocido,1,1,1,NA,NA
2022-11-04,2021,8,2021-02-27,1,0-19,1,301,480,11566367,4.149963424124446e-5
2022-11-04,2021,8,2021-02-27,1,20-39,1,56882,152957,10976804,0.013934566017576701
2022-11-04,2021,8,2021-02-27,1,40-59,1,50043,134329,7889210,0.017026926650450424
2022-11-04,2021,8,2021-02-27,1,60-79,1,16679,34299,3660867,0.009369092075729602
2022-11-04,2021,8,2021-02-27,1,80+,1,51,79,719349,1.098215191791467e-4
2022-11-04,2021,8,2021-02-27,1,Desconocido,1,2,3,NA,NA
2022-11-04,2021,9,2021-03-06,1,0-19,1,167,647,11566367,5.59380486543441e-5
2022-11-04,2021,9,2021-03-06,1,0-19,2,28,28,11566367,2.420811997405927e-6
2022-11-04,2021,9,2021-03-06,1,20-39,1,17083,170040,10976804,0.015490847791397205
2022-11-04,2021,9,2021-03-06,1,20-39,2,44099,44099,10976804,0.004017471752251384
2022-11-04,2021,9,2021-03-06,1,40-59,1,12772,147101,7889210,0.01864584666905812
2022-11-04,2021,9,2021-03-06,1,40-59,2,42177,42177,7889210,0.0053461626702800405
2022-11-04,2021,9,2021-03-06,1,60-79,1,5275,39574,3660867,0.010810007574708395
2022-11-04,2021,9,2021-03-06,1,60-79,2,6895,6895,3660867,0.0018834336237836557
2022-11-04,2021,9,2021-03-06,1,80+,1,34,113,719349,1.5708647680055162e-4
2022-11-04,2021,9,2021-03-06,1,80+,2,4,4,719349,5.560583249577048e-6
2022-11-04,2021,10,2021-03-13,1,0-19,1,2488,3135,11566367,2.710444861381279e-4
2022-11-04,2021,10,2021-03-13,1,0-19,2,108,136,11566367,1.1758229701685932e-5
2022-11-04,2021,10,2021-03-13,1,20-39,1,25013,195053,10976804,0.017769562069250757
2022-11-04,2021,10,2021-03-13,1,20-39,2,38757,82856,10976804,0.007548280902164237
2022-11-04,2021,10,2021-03-13,1,40-59,1,26884,173985,7889210,0.02205353894749918
2022-11-04,2021,10,2021-03-13,1,40-59,2,33512,75689,7889210,0.009593989765768689
2022-11-04,2021,10,2021-03-13,1,60-79,1,7127,46701,3660867,0.012756814164513488
2022-11-04,2021,10,2021-03-13,1,60-79,2,9181,16076,3660867,0.004391309490347505
2022-11-04,2021,10,2021-03-13,1,80+,1,13139,13252,719349,0.01842221230584876
2022-11-04,2021,10,2021-03-13,1,80+,2,35,39,719349,5.421568668337622e-5
2022-11-04,2021,10,2021-03-13,1,Desconocido,2,1,1,NA,NA
2022-11-04,2021,11,2021-03-20,1,0-19,1,2671,5806,11566367,5.019726591763862e-4
2022-11-04,2021,11,2021-03-20,1,0-19,2,254,390,11566367,3.371845282101113e-5
2022-11-04,2021,11,2021-03-20,1,20-39,1,52997,248050,10976804,0.02259765228567441
2022-11-04,2021,11,2021-03-20,1,20-39,2,55253,138109,10976804,0.012581895422383419
2022-11-04,2021,11,2021-03-20,1,40-59,1,19480,193465,7889210,0.02452273421546644
2022-11-04,2021,11,2021-03-20,1,40-59,2,49457,125146,7889210,0.01586293177643896
2022-11-04,2021,11,2021-03-20,1,60-79,1,16793,63494,3660867,0.01734397889898759
2022-11-04,2021,11,2021-03-20,1,60-79,2,16510,32586,3660867,0.008901170132648906
2022-11-04,2021,11,2021-03-20,1,80+,1,42062,55314,719349,0.0768945254667762
2022-11-04,2021,11,2021-03-20,1,80+,2,44,83,719349,1.1538210242872375e-4
2022-11-04,2021,12,2021-03-27,1,0-19,1,3329,9135,11566367,7.897899141536837e-4
2022-11-04,2021,12,2021-03-27,1,0-19,2,140,530,11566367,4.5822512808040765e-5
2022-11-04,2021,12,2021-03-27,1,20-39,1,25963,274013,10976804,0.024962912702094345
2022-11-04,2021,12,2021-03-27,1,20-39,2,19339,157448,10976804,0.014343701499999454
2022-11-04,2021,12,2021-03-27,1,40-59,1,9683,203148,7889210,0.025750106791427786
2022-11-04,2021,12,2021-03-27,1,40-59,2,14329,139475,7889210,0.017679209958918574
2022-11-04,2021,12,2021-03-27,1,60-79,1,15040,78534,3660867,0.02145229531692902
2022-11-04,2021,12,2021-03-27,1,60-79,2,5455,38041,3660867,0.010391254312161573
2022-11-04,2021,12,2021-03-27,1,80+,1,26577,81891,719349,0.11384043072277851
2022-11-04,2021,12,2021-03-27,1,80+,2,29,112,719349,1.5569633098815735e-4
2022-11-04,2021,13,2021-04-03,1,0-19,1,468,9603,11566367,8.30252057538897e-4
2022-11-04,2021,13,2021-04-03,1,0-19,2,2117,2647,11566367,2.2885319132619604e-4
2022-11-04,2021,13,2021-04-03,1,20-39,1,9369,283382,10976804,0.02581643983075584
2022-11-04,2021,13,2021-04-03,1,20-39,2,21467,178915,10976804,0.01629937092800418
2022-11-04,2021,13,2021-04-03,1,40-59,1,6648,209796,7889210,0.026592776716553367
2022-11-04,2021,13,2021-04-03,1,40-59,2,24724,164199,7889210,0.02081311056493616
2022-11-04,2021,13,2021-04-03,1,60-79,1,3444,81978,3660867,0.022393056071143804
2022-11-04,2021,13,2021-04-03,1,60-79,2,6034,44075,3660867,0.012039497747391534
2022-11-04,2021,13,2021-04-03,1,80+,1,5780,87671,719349,0.12187547351841735
2022-11-04,2021,13,2021-04-03,1,80+,2,11861,11973,719349,0.0166442158117965
2022-11-04,2021,14,2021-04-10,1,0-19,1,1464,11067,11566367,9.568259419746927e-4
2022-11-04,2021,14,2021-04-10,1,0-19,2,2175,4822,11566367,4.16898408981835e-4
2022-11-04,2021,14,2021-04-10,1,20-39,1,39027,322409,10976804,0.02937184630426124
2022-11-04,2021,14,2021-04-10,1,20-39,2,34160,213075,10976804,0.01941138786845424
2022-11-04,2021,14,2021-04-10,1,40-59,1,22441,232237,7889210,0.02943729473546781
2022-11-04,2021,14,2021-04-10,1,40-59,2,18932,183131,7889210,0.023212843871566354
2022-11-04,2021,14,2021-04-10,1,60-79,1,5302,87280,3660867,0.023841346872202678
2022-11-04,2021,14,2021-04-10,1,60-79,2,14647,58722,3660867,0.016040462546167342
2022-11-04,2021,14,2021-04-10,1,80+,1,1776,89447,719349,0.12434437248122955
2022-11-04,2021,14,2021-04-10,1,80+,2,33690,45663,719349,0.0634782282313592
2022-11-04,2021,15,2021-04-17,1,0-19,1,1775,12842,11566367,0.0011102881310959612
2022-11-04,2021,15,2021-04-17,1,0-19,2,3256,8078,11566367,6.9840426125161e-4
2022-11-04,2021,15,2021-04-17,1,20-39,1,8427,330836,10976804,0.03013955610394428
2022-11-04,2021,15,2021-04-17,1,20-39,2,47816,260891,10976804,0.023767482775496403
2022-11-04,2021,15,2021-04-17,1,40-59,1,2774,235011,7889210,0.029788914225885733
2022-11-04,2021,15,2021-04-17,1,40-59,2,13313,196444,7889210,0.024900338563683816
2022-11-04,2021,15,2021-04-17,1,60-79,1,1522,88802,3660867,0.024257095382050207
2022-11-04,2021,15,2021-04-17,1,60-79,2,16637,75359,3660867,0.020585014424178753
2022-11-04,2021,15,2021-04-17,1,80+,1,42296,131743,719349,0.18314197976225727
2022-11-04,2021,15,2021-04-17,1,80+,2,31241,76904,719349,0.10690777355636832
2022-11-04,2021,16,2021-04-24,1,0-19,1,443,13285,11566367,0.0011485888351977765
2022-11-04,2021,16,2021-04-24,1,0-19,2,570,8648,11566367,7.476850769130878e-4
2022-11-04,2021,16,2021-04-24,1,20-39,1,21720,352556,10976804,0.03211827413516721
2022-11-04,2021,16,2021-04-24,1,20-39,2,11834,272725,10976804,0.02484557435843803
2022-11-04,2021,16,2021-04-24,1,40-59,1,11984,246995,7889210,0.03130795098622042
2022-11-04,2021,16,2021-04-24,1,40-59,2,7340,203784,7889210,0.025830723228308032
2022-11-04,2021,16,2021-04-24,1,60-79,1,13739,102541,3660867,0.028010031503466256
2022-11-04,2021,16,2021-04-24,1,60-79,2,3611,78970,3660867,0.021571392787555516
2022-11-04,2021,16,2021-04-24,1,80+,1,70479,202222,719349,0.28111806647399246
2022-11-04,2021,16,2021-04-24,1,80+,2,6931,83835,719349,0.11654287418207296
2022-11-04,2021,17,2021-05-01,1,0-19,1,139,13424,11566367,0.0011606064376134702
2022-11-04,2021,17,2021-05-01,1,0-19,2,862,9510,11566367,8.22211503404656e-4
2022-11-04,2021,17,2021-05-01,1,20-39,1,8256,360812,10976804,0.032870405629908304
2022-11-04,2021,17,2021-05-01,1,20-39,2,33868,306593,10976804,0.027930989748928742
2022-11-04,2021,17,2021-05-01,1,40-59,1,3030,250025,7889210,0.03169201986003668
2022-11-04,2021,17,2021-05-01,1,40-59,2,20680,224464,7889210,0.028452024980955
2022-11-04,2021,17,2021-05-01,1,60-79,1,152884,255425,3660867,0.06977172347424804
2022-11-04,2021,17,2021-05-01,1,60-79,2,4664,83634,3660867,0.022845407932055438
2022-11-04,2021,17,2021-05-01,1,80+,1,115062,317284,719349,0.44107102393970105
2022-11-04,2021,17,2021-05-01,1,80+,2,1551,85386,719349,0.11869899033709645
2022-11-04,2021,18,2021-05-08,1,0-19,1,112,13536,11566367,0.001170289685603094
2022-11-04,2021,18,2021-05-08,1,0-19,2,1386,10896,11566367,9.420416972762493e-4
2022-11-04,2021,18,2021-05-08,1,20-39,1,8651,369463,10976804,0.03365852209805331
2022-11-04,2021,18,2021-05-08,1,20-39,2,10019,316612,10976804,0.028843732656609337
2022-11-04,2021,18,2021-05-08,1,40-59,1,1393,251418,7889210,0.031868590137669045
2022-11-04,2021,18,2021-05-08,1,40-59,2,3685,228149,7889210,0.028919118644325604
2022-11-04,2021,18,2021-05-08,1,60-79,1,191039,446464,3660867,0.12195580992152952
2022-11-04,2021,18,2021-05-08,1,60-79,2,2288,85922,3660867,0.023470396493508232
2022-11-04,2021,18,2021-05-08,1,80+,1,83613,400897,719349,0.5573052857514225
2022-11-04,2021,18,2021-05-08,1,80+,2,34563,119949,719349,0.16674660005087932
2022-11-04,2021,19,2021-05-15,1,0-19,1,740,14276,11566367,0.001234268288391679
2022-11-04,2021,19,2021-05-15,1,0-19,2,1354,12250,11566367,0.001059105248865093
2022-11-04,2021,19,2021-05-15,1,20-39,1,21434,390897,10976804,0.03561118518650784
2022-11-04,2021,19,2021-05-15,1,20-39,2,17093,333705,10976804,0.03040092544241475
2022-11-04,2021,19,2021-05-15,1,40-59,1,5119,256537,7889210,0.0325174510502319
2022-11-04,2021,19,2021-05-15,1,40-59,2,9998,238147,7889210,0.030186419172515373
2022-11-04,2021,19,2021-05-15,1,60-79,1,335168,781632,3660867,0.21351007835029243
2022-11-04,2021,19,2021-05-15,1,60-79,2,12297,98219,3660867,0.026829436851980693
2022-11-04,2021,19,2021-05-15,1,80+,1,33471,434368,719349,0.6038348562380708
2022-11-04,2021,19,2021-05-15,1,80+,2,69245,189194,719349,0.26300724683012
2022-11-04,2021,20,2021-05-22,1,0-19,1,701,14977,11566367,0.0012948750458981631
2022-11-04,2021,20,2021-05-22,1,0-19,2,95,12345,11566367,0.001067318718142006
2022-11-04,2021,20,2021-05-22,1,20-39,1,14931,405828,10976804,0.036971417181175865
2022-11-04,2021,20,2021-05-22,1,20-39,2,8855,342560,10976804,0.031207626555051906
2022-11-04,2021,20,2021-05-22,1,40-59,1,9916,266453,7889210,0.033774357635301885
2022-11-04,2021,20,2021-05-22,1,40-59,2,4753,242900,7889210,0.030788887607250917
2022-11-04,2021,20,2021-05-22,1,60-79,1,402881,1184513,3660867,0.32356078491788964
2022-11-04,2021,20,2021-05-22,1,60-79,2,91038,189257,3660867,0.05169731650999613
2022-11-04,2021,20,2021-05-22,1,80+,1,25557,459925,719349,0.6393628127654309
2022-11-04,2021,20,2021-05-22,1,80+,2,71470,260664,719349,0.3623609680419379
2022-11-04,2021,21,2021-05-29,1,0-19,1,1348,16325,11566367,0.0014114198520589914
2022-11-04,2021,21,2021-05-29,1,0-19,2,122,12467,11566367,0.001077866541844989
2022-11-04,2021,21,2021-05-29,1,20-39,1,17877,423705,10976804,0.03860003330659817
2022-11-04,2021,21,2021-05-29,1,20-39,2,14070,356630,10976804,0.03248942041781925
2022-11-04,2021,21,2021-05-29,1,40-59,1,33981,300434,7889210,0.038081633015219524
2022-11-04,2021,21,2021-05-29,1,40-59,2,3090,245990,7889210,0.031180561805301165
2022-11-04,2021,21,2021-05-29,1,60-79,1,499343,1683856,3660867,0.45996098738358976
2022-11-04,2021,21,2021-05-29,1,60-79,2,146197,335454,3660867,0.09163239199894452
2022-11-04,2021,21,2021-05-29,1,80+,1,14415,474340,719349,0.6594017646510942
2022-11-04,2021,21,2021-05-29,1,80+,2,80706,341370,719349,0.47455407597702925
2022-11-04,2021,22,2021-06-05,1,0-19,1,940,17265,11566367,0.0014926899691147617
2022-11-04,2021,22,2021-06-05,1,0-19,2,317,12784,11566367,0.0011052735919584776
2022-11-04,2021,22,2021-06-05,1,20-39,1,11874,435579,10976804,0.039681768937479434
2022-11-04,2021,22,2021-06-05,1,20-39,2,6513,363143,10976804,0.03308276252359066
2022-11-04,2021,22,2021-06-05,1,40-59,1,32033,332467,7889210,0.04214198886834043
2022-11-04,2021,22,2021-06-05,1,40-59,2,2720,248710,7889210,0.031525336503908506
2022-11-04,2021,22,2021-06-05,1,60-79,1,266891,1950747,3660867,0.5328647558078455
2022-11-04,2021,22,2021-06-05,1,60-79,2,181636,517090,3660867,0.1412479612070037
2022-11-04,2021,22,2021-06-05,1,80+,1,8158,482498,719349,0.6707425741886066
2022-11-04,2021,22,2021-06-05,1,80+,2,20912,362282,719349,0.5036248052058181
2022-11-04,2021,23,2021-06-12,1,0-19,1,734,17999,11566367,0.0015561498264753315
2022-11-04,2021,23,2021-06-12,1,0-19,2,684,13468,11566367,0.0011644105707522509
2022-11-04,2021,23,2021-06-12,1,20-39,1,10251,445830,10976804,0.04061564732320992
2022-11-04,2021,23,2021-06-12,1,20-39,2,11610,374753,10976804,0.034140447438070314
2022-11-04,2021,23,2021-06-12,1,40-59,1,62796,395263,7889210,0.050101721211629556
2022-11-04,2021,23,2021-06-12,1,40-59,2,7978,256688,7889210,0.03253659111622076
2022-11-04,2021,23,2021-06-12,1,60-79,1,429138,2379885,3660867,0.6500878070686534
2022-11-04,2021,23,2021-06-12,1,60-79,2,484846,1001936,3660867,0.27368817277437285
2022-11-04,2021,23,2021-06-12,1,80+,1,15000,497498,719349,0.6915947613745206
2022-11-04,2021,23,2021-06-12,1,80+,2,59834,422116,719349,0.5868027897446163
2022-11-04,2021,24,2021-06-19,1,0-19,1,1094,19093,11566367,0.0016507344095168346
2022-11-04,2021,24,2021-06-19,1,0-19,2,1351,14819,11566367,0.0012812147496270869
2022-11-04,2021,24,2021-06-19,1,20-39,1,34086,479916,10976804,0.04372092277497166
2022-11-04,2021,24,2021-06-19,1,20-39,2,24162,398915,10976804,0.036341634596008095
2022-11-04,2021,24,2021-06-19,1,40-59,1,57834,453097,7889210,0.05743249324076809
2022-11-04,2021,24,2021-06-19,1,40-59,2,31270,287958,7889210,0.03650023259616616
2022-11-04,2021,24,2021-06-19,1,60-79,1,147180,2527065,3660867,0.690291398185184
2022-11-04,2021,24,2021-06-19,1,60-79,2,542623,1544559,3660867,0.4219107113151065
2022-11-04,2021,24,2021-06-19,1,80+,1,13087,510585,719349,0.7097875996213243
2022-11-04,2021,24,2021-06-19,1,80+,2,26170,448286,719349,0.6231829056549741
2022-11-04,2021,25,2021-06-26,1,0-19,1,1917,21010,11566367,0.0018164735737678046
2022-11-04,2021,25,2021-06-26,1,0-19,2,870,15689,11566367,0.0013564328366893425
2022-11-04,2021,25,2021-06-26,1,20-39,1,43809,523725,10976804,0.04771197517966067
2022-11-04,2021,25,2021-06-26,1,20-39,2,21249,420164,10976804,0.0382774439627418
2022-11-04,2021,25,2021-06-26,1,40-59,1,208597,661694,7889210,0.08387329022804564
2022-11-04,2021,25,2021-06-26,1,40-59,2,30803,318761,7889210,0.040404679302490365
2022-11-04,2021,25,2021-06-26,1,60-79,1,79351,2606416,3660867,0.7119668646798696
2022-11-04,2021,25,2021-06-26,1,60-79,2,304768,1849327,3660867,0.5051609359203708
2022-11-04,2021,25,2021-06-26,1,80+,1,12133,522718,719349,0.7266542387631039
2022-11-04,2021,25,2021-06-26,1,80+,2,12115,460401,719349,0.6400245221721307
2022-11-04,2021,26,2021-07-03,1,0-19,1,1255,22265,11566367,0.0019249778257943917
2022-11-04,2021,26,2021-07-03,1,0-19,2,693,16382,11566367,0.001416347933625139
2022-11-04,2021,26,2021-07-03,1,20-39,1,28285,552010,10976804,0.05028877257897654
2022-11-04,2021,26,2021-07-03,1,20-39,2,10855,431019,10976804,0.03926634747236081
2022-11-04,2021,26,2021-07-03,1,40-59,1,448261,1109955,7889210,0.1406927943355545
2022-11-04,2021,26,2021-07-03,1,40-59,2,48812,367573,7889210,0.04659186407764529
2022-11-04,2021,26,2021-07-03,1,60-79,1,61388,2667804,3660867,0.7287355700166108
2022-11-04,2021,26,2021-07-03,1,60-79,2,382932,2232259,3660867,0.6097623868881333
2022-11-04,2021,26,2021-07-03,1,80+,1,8788,531506,719349,0.7388708401624247
2022-11-04,2021,26,2021-07-03,1,80+,2,11537,471938,719349,0.6560626344097232
2022-11-04,2021,26,2021-07-03,1,Desconocido,1,1,4,NA,NA
2022-11-04,2021,27,2021-07-10,1,0-19,1,2601,24866,11566367,0.002149853968839135
2022-11-04,2021,27,2021-07-10,1,0-19,2,869,17251,11566367,0.0014914795631160588
2022-11-04,2021,27,2021-07-10,1,20-39,1,55429,607439,10976804,0.05533842091013012
2022-11-04,2021,27,2021-07-10,1,20-39,2,29364,460383,10976804,0.041941443064848385
2022-11-04,2021,27,2021-07-10,1,40-59,1,899648,2009603,7889210,0.2547280399431629
2022-11-04,2021,27,2021-07-10,1,40-59,2,56283,423856,7889210,0.0537260384753353
2022-11-04,2021,27,2021-07-10,1,60-79,1,77369,2745173,3660867,0.7498696347067512
2022-11-04,2021,27,2021-07-10,1,60-79,2,163030,2395289,3660867,0.6542955534850078
2022-11-04,2021,27,2021-07-10,1,80+,1,9346,540852,719349,0.7518631429250614
2022-11-04,2021,27,2021-07-10,1,80+,2,12812,484750,719349,0.6738731825581186
2022-11-04,2021,28,2021-07-17,1,0-19,1,2477,27343,11566367,0.002364009373038224
2022-11-04,2021,28,2021-07-17,1,0-19,2,1482,18733,11566367,0.001619609683835901
2022-11-04,2021,28,2021-07-17,1,20-39,1,50254,657693,10976804,0.05991662053909316
2022-11-04,2021,28,2021-07-17,1,20-39,2,36662,497045,10976804,0.04528139520392274
2022-11-04,2021,28,2021-07-17,1,40-59,1,860328,2869931,7889210,0.3637792630694328
2022-11-04,2021,28,2021-07-17,1,40-59,2,177985,601841,7889210,0.0762865990384335
2022-11-04,2021,28,2021-07-17,1,60-79,1,48056,2793229,3660867,0.7629965797719502
2022-11-04,2021,28,2021-07-17,1,60-79,2,95869,2491158,3660867,0.6804830658966852
2022-11-04,2021,28,2021-07-17,1,80+,1,5307,546159,719349,0.7592406467514378
2022-11-04,2021,28,2021-07-17,1,80+,2,13795,498545,719349,0.6930502440400974
2022-11-04,2021,29,2021-07-24,1,0-19,1,7045,34388,11566367,0.002973102963099822
2022-11-04,2021,29,2021-07-24,1,0-19,2,975,19708,11566367,0.001703905815888429
2022-11-04,2021,29,2021-07-24,1,20-39,1,131565,789258,10976804,0.07190234971855196
2022-11-04,2021,29,2021-07-24,1,20-39,2,26812,523857,10976804,0.04772400053786147
2022-11-04,2021,29,2021-07-24,1,40-59,1,706544,3576475,7889210,0.45333753316238257
2022-11-04,2021,29,2021-07-24,1,40-59,2,390562,992403,7889210,0.1257924430963303
2022-11-04,2021,29,2021-07-24,1,60-79,1,34871,2828100,3660867,0.772521918988043
2022-11-04,2021,29,2021-07-24,1,60-79,2,63797,2554955,3660867,0.6979098120745714
2022-11-04,2021,29,2021-07-24,1,80+,1,3463,549622,719349,0.7640547216997591
2022-11-04,2021,29,2021-07-24,1,80+,2,9524,508069,719349,0.7062899927573403
2022-11-04,2021,29,2021-07-24,1,Desconocido,1,2,6,NA,NA
2022-11-04,2021,29,2021-07-24,1,Desconocido,2,1,2,NA,NA
2022-11-04,2021,30,2021-07-31,1,0-19,1,3186,37574,11566367,0.0032485567853760824
2022-11-04,2021,30,2021-07-31,1,0-19,2,1022,20730,11566367,0.0017922654537937453
2022-11-04,2021,30,2021-07-31,1,20-39,1,53895,843153,10976804,0.07681224881122047
2022-11-04,2021,30,2021-07-31,1,20-39,2,35985,559842,10976804,0.051002277165557476
2022-11-04,2021,30,2021-07-31,1,40-59,1,347787,3924262,7889210,0.49742141481846724
2022-11-04,2021,30,2021-07-31,1,40-59,2,723983,1716386,7889210,0.2175612006778879
2022-11-04,2021,30,2021-07-31,1,60-79,1,20361,2848461,3660867,0.778083716234433
2022-11-04,2021,30,2021-07-31,1,60-79,2,71102,2626057,3660867,0.71733198720412406
2022-11-04,2021,30,2021-07-31,1,80+,1,2183,551805,719349,0.7670894100082157
2022-11-04,2021,30,2021-07-31,1,80+,2,9246,517315,719349,0.7191432809387377
2022-11-04,2021,30,2021-07-31,1,Desconocido,1,1,7,NA,NA
2022-11-04,2021,31,2021-08-07,1,0-19,1,4871,42445,11566367,0.0036696916153533777
2022-11-04,2021,31,2021-08-07,1,0-19,2,2566,23296,11566367,0.0020141155818417314
2022-11-04,2021,31,2021-08-07,1,20-39,1,171474,1014627,10976804,0.09243373572125366
2022-11-04,2021,31,2021-08-07,1,20-39,2,41620,601462,10976804,0.054793909046749856
2022-11-04,2021,31,2021-08-07,1,40-59,1,473216,4397478,7889210,0.5574041000302945
2022-11-04,2021,31,2021-08-07,1,40-59,2,825108,2541494,7889210,0.3221480984788084
2022-11-04,2021,31,2021-08-07,1,60-79,1,28059,2876520,3660867,0.785748294051655
2022-11-04,2021,31,2021-08-07,1,60-79,2,62766,2688823,3660867,0.7344771061062858
2022-11-04,2021,31,2021-08-07,1,80+,1,2860,554665,719349,0.7710652270316634
2022-11-04,2021,31,2021-08-07,1,80+,2,7306,524621,719349,0.7292996862440901
2022-11-04,2021,31,2021-08-07,1,Desconocido,1,2,9,NA,NA
2022-11-04,2021,32,2021-08-14,1,0-19,1,4587,47032,11566367,0.00406627249507127
2022-11-04,2021,32,2021-08-14,1,0-19,2,4189,27485,11566367,0.002376286348167925
2022-11-04,2021,32,2021-08-14,1,20-39,1,115052,1129679,10976804,0.10291511081003177
2022-11-04,2021,32,2021-08-14,1,20-39,2,65432,666894,10976804,0.06075484266640818
2022-11-04,2021,32,2021-08-14,1,40-59,1,344084,4741562,7889210,0.6010186064257385
2022-11-04,2021,32,2021-08-14,1,40-59,2,584107,3125601,7889210,0.3961868171844836
2022-11-04,2021,32,2021-08-14,1,60-79,1,25593,2902113,3660867,0.7927392609455629
2022-11-04,2021,32,2021-08-14,1,60-79,2,37825,2726648,3660867,0.7448093580018067
2022-11-04,2021,32,2021-08-14,1,80+,1,2912,557577,719349,0.7751133316373554
2022-11-04,2021,32,2021-08-14,1,80+,2,4129,528750,719349,0.7350395983034661
2022-11-04,2021,32,2021-08-14,1,Desconocido,2,1,3,NA,NA
2022-11-04,2021,33,2021-08-21,1,0-19,1,4183,51215,11566367,0.004427924515969448
2022-11-04,2021,33,2021-08-21,1,0-19,2,3449,30934,11566367,0.002674478511705534
2022-11-04,2021,33,2021-08-21,1,20-39,1,131207,1260886,10976804,0.11486822576043082
2022-11-04,2021,33,2021-08-21,1,20-39,2,88825,755719,10976804,0.06884690662236476
2022-11-04,2021,33,2021-08-21,1,40-59,1,274798,5016360,7889210,0.6358507379065838
2022-11-04,2021,33,2021-08-21,1,40-59,2,473882,3599483,7889210,0.45625392149530813
2022-11-04,2021,33,2021-08-21,1,60-79,1,26189,2928302,3660867,0.7998930308039052
2022-11-04,2021,33,2021-08-21,1,60-79,2,32383,2759031,3660867,0.7536550767891869
2022-11-04,2021,33,2021-08-21,1,80+,1,2945,560522,719349,0.7792073110548565
2022-11-04,2021,33,2021-08-21,1,80+,2,3815,532565,719349,0.7403430045777502
2022-11-04,2021,33,2021-08-21,1,Desconocido,2,1,4,NA,NA
2022-11-04,2021,34,2021-08-28,1,0-19,1,6005,57220,11566367,0.004947102231841684
2022-11-04,2021,34,2021-08-28,1,0-19,2,4299,35233,11566367,0.0030461596108786793
2022-11-04,2021,34,2021-08-28,1,20-39,1,315397,1576283,10976804,0.14360127046087368
2022-11-04,2021,34,2021-08-28,1,20-39,2,134001,889720,10976804,0.08105455832134745
2022-11-04,2021,34,2021-08-28,1,40-59,1,282278,5298638,7889210,0.6716309998085993
2022-11-04,2021,34,2021-08-28,1,40-59,2,418816,4018299,7889210,0.5093411127349887
2022-11-04,2021,34,2021-08-28,1,60-79,1,29394,2957696,3660867,0.8079222763350867
2022-11-04,2021,34,2021-08-28,1,60-79,2,33584,2792615,3660867,0.7628288599394625
2022-11-04,2021,34,2021-08-28,1,80+,1,3189,563711,719349,0.7836404860505819
2022-11-04,2021,34,2021-08-28,1,80+,2,3894,536459,719349,0.7457562323712135
2022-11-04,2021,34,2021-08-28,1,Desconocido,2,2,6,NA,NA
2022-11-04,2021,35,2021-09-04,1,0-19,1,6933,64153,11566367,0.005546512573913659
2022-11-04,2021,35,2021-09-04,1,0-19,2,4891,40124,11566367,0.0034690235922826933
2022-11-04,2021,35,2021-09-04,1,20-39,1,611651,2187934,10976804,0.1993234096190476
2022-11-04,2021,35,2021-09-04,1,20-39,2,131246,1020966,10976804,0.09301122621848763
2022-11-04,2021,35,2021-09-04,1,40-59,1,259333,5557971,7889210,0.7045028589681349
2022-11-04,2021,35,2021-09-04,1,40-59,2,401344,4419643,7889210,0.5602136335577327
2022-11-04,2021,35,2021-09-04,1,60-79,1,28165,2985861,3660867,0.8156158090419564
2022-11-04,2021,35,2021-09-04,1,60-79,2,25029,2817644,3660867,0.7696657649676976
2022-11-04,2021,35,2021-09-04,1,80+,1,2756,566467,719349,0.7874717279095405
2022-11-04,2021,35,2021-09-04,1,80+,2,2688,539147,719349,0.7494929443149292
2022-11-04,2021,35,2021-09-04,1,Desconocido,1,2,11,NA,NA
2022-11-04,2021,36,2021-09-11,1,0-19,1,44898,109051,11566367,0.009428284611754063
2022-11-04,2021,36,2021-09-11,1,0-19,2,3652,43776,11566367,0.003784766642801495
2022-11-04,2021,36,2021-09-11,1,20-39,1,1524378,3712312,10976804,0.3381960723722497
2022-11-04,2021,36,2021-09-11,1,20-39,2,93984,1114950,10976804,0.10157328125745892
2022-11-04,2021,36,2021-09-11,1,40-59,1,335042,5893013,7889210,0.7469712430015173
2022-11-04,2021,36,2021-09-11,1,40-59,2,277725,4697368,7889210,0.5954167781057926
2022-11-04,2021,36,2021-09-11,1,60-79,1,40426,3026287,3660867,0.8266585483711919
2022-11-04,2021,36,2021-09-11,1,60-79,2,26471,2844115,3660867,0.7768965657588762
